_id,shiptocustomer2,shiptocustomer,shiptocustomername,storegrade,product,productdescription,gencat2,datasetgroup,msrpincltax,soldunits,inventory,netretailvalue,fileid,createdby,gencat_contrib,abc_gencat_level,store_contrib,abc_store_level
L5x7LkuWW7dJM9Wd7,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,52175-0002,BNG UTILITY BF SHIRT DK IND BLU PATTERN,WT,D1,2599,7,9,18193,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.017059626324324638,A,0.0018003534814401503,A
h2A2wNG4rwJMWstsF,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,28771-0147,BLRMT_NEWGRAPHIC MT FLG INK BK PRINT,MT,D1,1299,14,6,18186,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.005470869981859853,A,0.001799660771366491,A
KxYBpSrqG5nXWKpN6,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,18298-0368,BLR MB 511T SLIM BLR MB H118 LAWRENCE,MB,D1,2999,6,12,17994,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.005402852185305533,B,0.0017806607236318399,A
vYqRFxEc8d7mFMDw9,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,18298-0367,BLR MB 511T SLIM BLR MB H118 JACKSON,MB,D1,2999,6,18,17994,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.005402852185305533,B,0.0017806607236318399,A
xugg7HfhdbLXFTjHE,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,17621-0112,BLRMT_WOVBARSTOW DENIM ES MID GREY PATTE,MT,D1,2999,6,9,17994,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.005413110879444968,A,0.0017806607236318399,A
kzuEW549tNny9zdzt,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,36331-0007,MT LS SLIM PLKT SHIRT 40X40 GRID DOBBY J,MT,D1,2999,6,9,17994,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.005413110879444968,A,0.0017806607236318399,A
qhdJkNWBtcJnZKgBK,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,18384-0066,BLR MB 511T SLIM- L8 BLR MB H118 JETSON,MB,D1,2999,6,9,17994,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.005402852185305533,B,0.0017806607236318399,A
TZjw9a9yDk3NqYuwS,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,52319-0003,MT LS SHIRT CONC BTNDWN 30 IND DBY INDIG,MT,D1,2999,6,9,17994,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.005413110879444968,A,0.0017806607236318399,A
yMoCRdWXvjDqW67er,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,35779-0009,BLRWB_NEWSHORTS BLR WB H118 ANABELLAS,WB,D1,1999,9,13,17991,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.007545967740352473,B,0.0017803638478859861,A
vWS9hyfQ9Rgcar2tE,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,23771-0049,WT SCOOP NECK PRFCT TEE JET BLACK,WT,D1,999,18,1,17982,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.016861771041829586,A,0.0017794732206484242,A
9fENXkqS5QPa9mprR,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,21831-0070,WB 312 SHAPING SLIM BLR WB H118 THE MIL,WB,D1,3099,6,11,17889.6,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.00750343752364013,B,0.0017703294476761233,A
vf2nNgKauWFGcHCsh,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,39577-0000,BLRWT_CROPPEDBOXYTEE BNG CROPPED BOXY TE,WT,D1,999,18,1,17582.4,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.01648706501867782,A,0.0017399293713006817,A
AdLcCvNtRQTornvHZ,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,24640-0023,BLRMT_CONCEALED GREEN GABLES,MT,D1,3499,5,8,17495,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.00526299737889795,A,0.0017312803912381371,A
uTY2fbYrHCuYEJjBR,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,65504-0379,65504 SKINNY STRAIGHT BLR MB H118 LORD,MB,D1,3499,5,20,17495,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.005253023173386701,B,0.0017312803912381371,A
ZCrvfjonXZzeCS3oo,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,57891-0000,BLRMB_513STYDNMHAW CRS BLR MB H118 RAND,MB,D1,3499,5,18,17495,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.005253023173386701,B,0.0017312803912381371,A
Dfd8yQgrSgpQ3CGTz,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,56734-0002,BLRMB_65504STYDNMHAW CRS BLR MB H118 ALE,MB,D1,3499,5,16,17495,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.005253023173386701,B,0.0017312803912381371,A
jfiMHKWrzYujvP4Mx,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,18384-0052,BLR MB 511T SLIM- L8 BLR MB H216 L8 BLA,MB,D1,3499,5,10,17495,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.005253023173386701,B,0.0017312803912381371,A
xqyjEZLiYHgNNBky9,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,55715-0002,BLRMB_511STYDNMHAW COIN BLR MB H118 RAN,MB,D1,3499,5,23,17495,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.005253023173386701,B,0.0017312803912381371,A
7dC93HZePu2d5WrLa,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,21322-0022,WB 711 KNIT SKINNY BLR WB H217 CATHY FR,WB,D1,3499,5,42,17495,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.007337930388386777,B,0.0017312803912381371,A
zArroEy3XLCijEF35,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,57762-0001,BLR_MB_WT BOXER 512 BLR MB H118 BOXER,MB,D1,2499,7,12,17493,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.005252422656304862,B,0.0017310824740742346,A
PWrXkBb2xw53iXqky,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,52653-0001,BLRMT NEW POLO 3 BLACK,MT,D1,1799,10,3,17270.4,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.005195431262218872,A,0.0017090542937318735,A
CkRtRijwuG9smXKv3,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,32869-0000,BNG MT LS BUTRFLY C/SHRT WHITE +,MT,D1,3199,6,7,16996,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.005112883878350932,A,0.0016819000588444344,A
mGq5HfM5fhuPZh2Mq,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,52653-0000,BLRMT NEW POLO 3 MARSHMALLOW,MT,D1,1799,10,3,16990,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.005111078906400467,A,0.0016813063073527264,A
NprT7cWYgBfFjKAS8,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,52098-0002,RAGLAN CROPPED BOXY TEE BOTANCL DRSS BLU,WT,D1,1599,11,4,16949.4,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.01589349917119266,A,0.0016772885889255035,A
tRiS2AtcxqMJ3R3Am,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,16960-0124,BLRMT-GRAPHIC-CRWNK T-1 BTWNG 1 SNDRD GR,MT,D1,999,17,1,16849.25,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.005068737272729139,A,0.0016673778869430798,A
2aRvqGCT9cohbJZvE,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,52118-0001,BNG AVERY SHIRT TNCL LT IND PATTERN,WT,D1,2799,6,10,16794,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.015747780162189192,A,0.0016619104252902702,A
YzBsk9GLwdLDHKEy9,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,18668-0027,WT TAILORED DNM WSTRN PINK LAVENDER,WT,D1,2399,7,8,16793,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.01574684245942855,A,0.0016618114667083187,A
7qjqHy2oM2FkngpcJ,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,32908-0030,BNG MT SS CL1PKT/TRIM SH HEMLOCK,MT,D1,2399,8,7,16792,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.005051514832035117,A,0.0016617125081263675,A
ko3ZrbaugcLiap2cc,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,54896-0012,BLRMT NEW POLO 2BTN BODY L8 P GRN GBL PR,MT,D1,1599,11,2,16754.4,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.0050402036744788695,A,0.0016579916654449985,A
dc7XCyGBCfh7i2SH6,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,55652-0014,BLRMB_RL511_RAW OPTIC BLR MB H116 EDEN,MB,D1,5499,3,14,16497,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.004953365149549037,B,0.0016325197264507316,A
KFY6LB8Tx2BJSXPAn,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,57851-0000,BLRMB_RL512_RAW OPTIC BLR MB H118 SAM C,MB,D1,5499,3,11,16497,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.004953365149549037,B,0.0016325197264507316,A
9rABWZrmzZNi7MNco,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,55714-0002,BLRMB_RL511_BLUE OPTIC BLR MB H118 CARL,MB,D1,5499,3,14,16497,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.004953365149549037,B,0.0016325197264507316,A
QJsfYjmCrQc4kDDw2,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,28771-0126,BLRMT_NEWGRAPHIC SA B T SCTR EMBROIDERY,MT,D1,1499,11,4,16489,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.004960363748536627,A,0.0016317280577951212,A
Bh3MJSchaEZyiX9cW,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,32973-0039,BLRWB_711RL BLR WB H118 COLES,WB,D1,4099,4,22,16396,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.006876976658930529,B,0.0016225249096736495,A
D9uLmtseu3jDmQGHj,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,32874-0039,BNG MT SLANT PKT SHRT 40S OXFORD DRESS B,MT,D1,2699,6,9,16194,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.004871619294305424,A,0.0016025352761194851,A
j5yf3QNBuDWQkL3B6,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,34255-0008,BLRMT LS POPOVR SHIRT 1 BUBB1 JETB PRINT,MT,D1,2699,6,9,16194,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.004871619294305424,A,0.0016025352761194851,A
sQGDzLQvrocLyD3kw,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,17465-0083,BLRMT_POLO_04 SPL PNTM PRINT,MT,D1,1799,9,4,16191,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.004870716808330192,A,0.0016022384003736314,A
vDdCjaKhWeAyjT47e,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,36774-0007,MT W/O POCKET POLO ENGG FK DS BL STRIPE,MT,D1,2299,7,9,16093,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.004841235599805928,A,0.001592540459342403,A
8W3ogZkjgQ32GHkiM,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,18358-0065,BLR MB CMTR 511T 5PKTCTY BLR MB H118 JO,MB,D1,3999,4,11,15996,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.004802935620548366,B,0.0015829414768931262,A
cS78GJCsugJCv5yLA,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,52303-0001,HYBRID ORIGINAL TRUCKER NEW KID,WT,D1,3999,4,11,15996,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.014999493359198422,A,0.0015829414768931262,A
4thM4kQPsaGNJsfme,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,23677-0119,BLRMB_513 BLR MB H117 BLUE ROCK,MB,D1,3999,4,23,15996,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.004802935620548366,B,0.0015829414768931262,A
v8pydroeWnkJDKwrA,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,32864-0036,BNG MT LS SHRT_BINDING TWILL JET BLACK P,MT,D1,3199,5,8,15995,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.004811754391281664,A,0.001582842518311175,A
D3d3njBRt5wMFPZ3o,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,16960-0160,BLRMT-GRAPHIC-CRWNK T-1 SNPY T J BK GRAP,MT,D1,1299,15,,15952.2,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.004798878924701679,A,0.001578607091003659,A
b2B7KHrDcx3RL3Kkj,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,17474-0072,BLRMT_MFLPOLO_M03 TRUE BLUE,MT,D1,1299,13,3,15887,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.004779264896173291,A,0.0015721549914604336,A
ZTqHWadX8WHW744o2,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,28129-0024,WT EASY TEE BRETN CD/MN LT BLU STRIPE,WT,D1,1199,14,5,15786,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.014802575779464009,A,0.0015621601746833515,A
gftbuXxjy3YQvivvJ,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,52280-0001,BNG ZIP VENT FLT SPORTY2 DSTY AQA PATTER,WT,D1,2599,7,8,15595,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.014623474552181758,A,0.0015432590855306515,A
cx9KehQyHmd3kYmTE,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,28771-0138,BLRMT_NEWGRAPHIC C BLK PL B GRAPHIC,MT,D1,1299,12,8,15588,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.004689317127308445,A,0.0015425663754569923,A
W7uK323SAXMvQWpwu,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,17474-0074,BLRMT_MFLPOLO_M03 BLACK,MT,D1,1299,12,4,15588,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.004689317127308445,A,0.0015425663754569923,A
Xi4H3f9itWdPyu5yv,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,24608-0034,BLRMT_RAGLANINDIGO CMO RG T IND PRINT,MT,D1,2099,8,12,15578,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.004686308840724337,A,0.0015415767896374793,A
M55yufCR9yD2E2jA2,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,54913-0001,BLRMT NW L8 CUT&SEW BODY L8 LVS C&S T MW,MT,D1,1499,13,,15505.34,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.004664450630404203,A,0.0015343864590728973,A
QQEYM3fiNZDohRfq6,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,28130-0004,WT EXTENDED SLEEVE TEE NAUT DRSS BLU STR,WT,D1,1399,11,7,15389,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.014430307783489905,A,0.001522873617648682,A
vEKHGnmNn5g4moaTz,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,56730-0001,BLRMB_RL512_BLUE OPTIC BLR MB H118 BAY,MB,D1,4999,3,11,14997,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.004502977338169783,B,0.0014840818535237692,A
JTpTZJxD4o3hGfnii,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,32874-0042,BNG MT SLANT PKT SHRT 40S DOBBY INDIGO P,MT,D1,2999,5,10,14995,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.004510925732870806,A,0.0014838839363598667,A
Dacj6EsxiRwe7mj4D,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,21264-0046,BLR MB LINE 8 65504 BLR MB H118 MANSLAND,MB,D1,2999,5,10,14995,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.004502376821087944,B,0.0014838839363598667,B
so8MPD7BZ2mbuTpWg,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,23677-0112,BLRMB_513 BLR MB H118 GREY COUNTY,MB,D1,2999,5,16,14995,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.004502376821087944,B,0.0014838839363598667,B
uAMSWxSSPygdfwXba,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,21983-0127,BLRMT_CLASSICNOBTNRUP CLASSC LIN1 ALLURE,MT,D1,2999,5,10,14995,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.004510925732870806,A,0.0014838839363598667,B
6oS2aWoHh2t69MAzx,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,21983-0114,BLRMT_CLASSICNOBTNRUP 40S INDIGO MDRS SC,MT,D1,2999,5,10,14995,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.004510925732870806,A,0.0014838839363598667,B
6zcLniCygkP57kizo,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,52657-0001,BLRMT HENLEY NEW7 SCOOTER RED,MT,D1,1499,10,3,14990,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.004509421589578753,A,0.0014833891434501102,B
CRqLpthsm4mduHrys,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,39687-0007,BLRMT NEW GRAPHIC 3 BOGIE T B WT GRAPHIC,MT,D1,1499,10,5,14990,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.004509421589578753,A,0.0014833891434501102,B
MYTq4kYfPXZu2wYJJ,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,16960-0113,BLRMT-GRAPHIC-CRWNK T-1 BTWNG BLU GRAPHI,MT,D1,999,16,,14654,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.004408343160352704,A,0.0014501390599144705,B
WhRDqgeXwMF8ybzZd,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,18298-0341,BLR MB 511T SLIM CHAINSAW RINSE 1,MB,D1,3299,4,27,14596,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.004382573663261062,B,0.0014443994621612948,B
TB6sRdFqbSg46fGtk,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,18453-0004,BLRMT_COMMUTERTWOVENS WHITE,MT,D1,2399,6,7,14394,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.004330127709165881,A,0.0014244098286071304,B
XhAGKM2D4aZ5wuynn,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,19866-0026,WT TAILORED CLASSIC WEST BLUE PLAID BLUE,WT,D1,2399,6,10,14394,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.013497293536653044,A,0.0014244098286071304,B
TXgW5Aiq9MhuiSSpR,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,28902-0008,BNG MT GOLDEN STATE TEE KILLG IT BLK GRA,MT,D1,1799,8,5,14392,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.004329526051849059,A,0.0014242119114432278,B
azzDtXu9zp86q5MF5,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,17474-0085,BLRMT_MFLPOLO_M03 SK RGY P CEO BL STRIPE,MT,D1,1599,9,7,14391,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.004329225223190648,A,0.0014241129528612764,B
JiF4WG4XjoHrDfypc,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,52098-0000,RAGLAN CROPPED BOXY TEE FLCKED_T WHT PAT,WT,D1,1599,9,6,14391,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.013494480428371125,A,0.0014241129528612764,B
wcskYGFuNTZnvw8Ta,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,38442-0014,BLRGT-LINE EIGHT 2 L8 ST TX T J BK GRAPH,MT,D1,1499,10,5,14390.4,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.004329044725995602,A,0.0014240535777121056,B
cfSyxMK2Yr85QG9zz,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,16960-0161,BLRMT-GRAPHIC-CRWNK T-1 SNPY T TR BL GRA,MT,D1,1299,11,4,14289,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.004298540700032741,A,0.001414019177502243,B
cvotv5CZnh3gEaXpa,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,54896-0011,BLRMT NEW POLO 2BTN BODY STR P INK BK PA,MT,D1,1599,10,3,14203.8,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.004272910098336136,A,0.0014055879063199915,B
vP2Zj63EcQ4gxh3E8,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,52656-0003,BLRMT CREW TEE6 STPR ST PCKT TEE MARSMLW,MT,D1,1499,10,3,14110.99,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.004244990190549024,A,0.0013964035603290907,B
7r8e3NcZjtbYnpmpF,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,52152-0000,BNG DARYA SPORTY TEE SNOOPY POINSETTIA P,WT,D1,1599,9,5,14101,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.013222546627785506,A,0.001395414964095397,B
tBFpss3MaqyQaBmsj,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,18358-0070,BLR MB CMTR 511T 5PKTCTY BLR MB H118 RE,MB,D1,4699,3,12,14097,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.00423274465134223,B,0.0013950191297675918,B
xd4pdyeHrpK9rYjvz,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,56729-0004,BLRMB_RL65504_BLUE OPTIC BLR MB H117 RO,MB,D1,4999,3,12,14053.07,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.004219554293639636,B,0.0013906718792624708,B
vK8roMENY379uJiKo,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,56748-0001,BLRMB_512STYDNMSLF BELT BLR MB H118 TRA,MB,D1,3499,4,20,13996,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.00420241853870936,B,0.0013850243129905097,B
ehXNRc33dWqJrafkR,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,56732-0000,BLRMB_65504STYDNMHAW CN BLR MB H118 CRE,MB,D1,3499,4,17,13996,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.00420241853870936,B,0.0013850243129905097,B
7TAjbYXMpnMeDrdXZ,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,55718-0002,BLRMB_511STYDNMHAW CRS BLR MB H118 RAND,MB,D1,3499,4,24,13996,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.00420241853870936,B,0.0013850243129905097,B
yrHvYZpPaDBfE5A4p,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,65504-0381,65504 SKINNY STRAIGHT BLR MB H118 STF B,MB,D1,3499,4,16,13996,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.00420241853870936,B,0.0013850243129905097,B
SZNpMp6nbXf5JrGoX,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,52093-0001,BNG OVERSIZED SWEAT SNDAY_AC DRSS BLU GR,WT,D1,1999,7,7,13993,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.01312127472963638,A,0.0013847274372446557,B
yQqdWF5XTbBCjX3bG,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,28491-0049,BLRMT_MFLCLARUPLS MENS TOPS_BLUES 1 BLUE,MT,D1,1999,7,8,13993,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.004209495417143127,A,0.0013847274372446557,B
TMzkQ4FbGmjNjhguh,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,38442-0009,BLRGT-LINE EIGHT 2 L8 TXT T ZFNDL GRAPHI,MT,D1,1499,10,5,13990,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.004208592931167895,A,0.001384430561498802,B
vZuRGPtp6TYmiG97K,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,23771-0050,WT SCOOP NECK PRFCT TEE POINSETTIA,WT,D1,999,15,2,13986,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.013114710810311899,A,0.0013840347271709967,B
E8caLth4PdJMXmuGi,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,16960-0155,BLRMT-GRAPHIC-CRWNK T-1 BW T INK BK GRAP,MT,D1,999,15,,13986,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.004207389616534251,A,0.0013840347271709967,B
7HPjj8bPjj6CuYaZh,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,17474-0084,BLRMT_MFLPOLO_M03 SK RGY P BNT OCH STRIP,MT,D1,1599,9,7,13591,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.004088562296461963,A,0.0013449460873002298,B
hBuaNnoyWLMEBX2ga,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,54891-0000,BLRMT LINE 8 D/COLOR TEE L8 DBC T J BK P,MT,D1,1499,9,4,13491,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.004058479430620877,A,0.001335050229105099,B
NJxFTwu3ZC9JevSkJ,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,39687-0009,BLRMT NEW GRAPHIC 3 BOGIE T CM BL GRAPHI,MT,D1,1499,9,6,13491,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.004058479430620877,A,0.001335050229105099,B
MKfheGrAB3jGnRqcR,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,28771-0155,BLRMT_NEWGRAPHIC L8 TXT T J BK STRIPE,MT,D1,1799,9,4,13282.26,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.003995684456464195,A,0.001314393614708583,B
ugpbHo8KLpw7bMdc7,0020013371,20013371,PRAK BLR FORUM LEV,Platinum + Medium,55456-0000,BLR_WB_WEDGIESHORTS Z BLR WB H118 BLUE,WB,D1,1999,7,15,13243,kPvE24knGKZTJ4JMT,XiLrL66st5PPqjCAZ,0.005554513411455049,B,0.0013105085007811747,B
